
Textbox3,Textbox1,TOWARY_I_USŁUGI_KONSUMPCYJNE,KOD_WOJ,ROK_KW_NARAST1,WARTOSC_OST_blok6
Towary i usługi konsumpcyjne,Jednostka terytorialna,Odzież i obuwie,ZACHODNIOPOMORSKIE,2020 I-III,"97,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Odzież i obuwie,ZACHODNIOPOMORSKIE,2020 I-VI,"96,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,POLSKA,2019 I-III,"100,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,POLSKA,2019 I-VI,"101,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,POLSKA,2019 I-IX,"101,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,POLSKA,2019 I-XII,"101,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,POLSKA,2020 I-III,"107,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,POLSKA,2020 I-VI,"107,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,DOLNOŚLĄSKIE,2019 I-III,"99,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,DOLNOŚLĄSKIE,2019 I-VI,"101,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,DOLNOŚLĄSKIE,2019 I-IX,"101,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,DOLNOŚLĄSKIE,2019 I-XII,"101,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,DOLNOŚLĄSKIE,2020 I-III,"107,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,DOLNOŚLĄSKIE,2020 I-VI,"107,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,KUJAWSKO-POMORSKIE,2019 I-III,"99,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,KUJAWSKO-POMORSKIE,2019 I-VI,"100,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,KUJAWSKO-POMORSKIE,2019 I-IX,"100,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,KUJAWSKO-POMORSKIE,2019 I-XII,"101,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,KUJAWSKO-POMORSKIE,2020 I-III,"106,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,KUJAWSKO-POMORSKIE,2020 I-VI,"106,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,LUBELSKIE,2019 I-III,"100,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,LUBELSKIE,2019 I-VI,"101,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,LUBELSKIE,2019 I-IX,"101,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,LUBELSKIE,2019 I-XII,"101,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,LUBELSKIE,2020 I-III,"107,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,LUBELSKIE,2020 I-VI,"107,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,LUBUSKIE,2019 I-III,"100,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,LUBUSKIE,2019 I-VI,"101,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,LUBUSKIE,2019 I-IX,"101,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,LUBUSKIE,2019 I-XII,"101,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,LUBUSKIE,2020 I-III,"105,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,LUBUSKIE,2020 I-VI,"105,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,ŁÓDZKIE,2019 I-III,"101,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,ŁÓDZKIE,2019 I-VI,"102,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,ŁÓDZKIE,2019 I-IX,"102,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,ŁÓDZKIE,2019 I-XII,"102,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,ŁÓDZKIE,2020 I-III,"108,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,ŁÓDZKIE,2020 I-VI,"108,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,MAŁOPOLSKIE,2019 I-III,"100,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,MAŁOPOLSKIE,2019 I-VI,"101,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,MAŁOPOLSKIE,2019 I-IX,"101,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,MAŁOPOLSKIE,2019 I-XII,"102,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,MAŁOPOLSKIE,2020 I-III,"109,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,MAŁOPOLSKIE,2020 I-VI,"108,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,MAZOWIECKIE,2019 I-III,"100,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,MAZOWIECKIE,2019 I-VI,"101,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,MAZOWIECKIE,2019 I-IX,"101,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,MAZOWIECKIE,2019 I-XII,"101,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,MAZOWIECKIE,2020 I-III,"105,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,MAZOWIECKIE,2020 I-VI,"106,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,OPOLSKIE,2019 I-III,"99,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,OPOLSKIE,2019 I-VI,"100,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,OPOLSKIE,2019 I-IX,"100,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,OPOLSKIE,2019 I-XII,"100,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,OPOLSKIE,2020 I-III,"108,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,OPOLSKIE,2020 I-VI,"107,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,PODKARPACKIE,2019 I-III,"99,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,PODKARPACKIE,2019 I-VI,"101,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,PODKARPACKIE,2019 I-IX,"101,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,PODKARPACKIE,2019 I-XII,"101,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,PODKARPACKIE,2020 I-III,"106,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,PODKARPACKIE,2020 I-VI,"106,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,PODLASKIE,2019 I-III,"100,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,PODLASKIE,2019 I-VI,"101,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,PODLASKIE,2019 I-IX,"101,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,PODLASKIE,2019 I-XII,"101,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,PODLASKIE,2020 I-III,"106,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,PODLASKIE,2020 I-VI,"106,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,POMORSKIE,2019 I-III,"99,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,POMORSKIE,2019 I-VI,"100,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,POMORSKIE,2019 I-IX,"100,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,POMORSKIE,2019 I-XII,"100,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,POMORSKIE,2020 I-III,"107,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,POMORSKIE,2020 I-VI,"107,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,ŚLĄSKIE,2019 I-III,"99,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,ŚLĄSKIE,2019 I-VI,"100,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,ŚLĄSKIE,2019 I-IX,"100,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,ŚLĄSKIE,2019 I-XII,"100,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,ŚLĄSKIE,2020 I-III,"106,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,ŚLĄSKIE,2020 I-VI,"106,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,ŚWIĘTOKRZYSKIE,2019 I-III,"99,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,ŚWIĘTOKRZYSKIE,2019 I-VI,"100,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,ŚWIĘTOKRZYSKIE,2019 I-IX,"100,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,ŚWIĘTOKRZYSKIE,2019 I-XII,"100,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,ŚWIĘTOKRZYSKIE,2020 I-III,"108,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,ŚWIĘTOKRZYSKIE,2020 I-VI,"106,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,WARMIŃSKO-MAZURSKIE,2019 I-III,"101,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,WARMIŃSKO-MAZURSKIE,2019 I-VI,"102,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,WARMIŃSKO-MAZURSKIE,2019 I-IX,"102,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,WARMIŃSKO-MAZURSKIE,2019 I-XII,"102,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,WARMIŃSKO-MAZURSKIE,2020 I-III,"107,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,WARMIŃSKO-MAZURSKIE,2020 I-VI,"107,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,WIELKOPOLSKIE,2019 I-III,"99,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,WIELKOPOLSKIE,2019 I-VI,"100,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,WIELKOPOLSKIE,2019 I-IX,"101,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,WIELKOPOLSKIE,2019 I-XII,"101,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,WIELKOPOLSKIE,2020 I-III,"107,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,WIELKOPOLSKIE,2020 I-VI,"107,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,ZACHODNIOPOMORSKIE,2019 I-III,"99,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,ZACHODNIOPOMORSKIE,2019 I-VI,"100,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,ZACHODNIOPOMORSKIE,2019 I-IX,"101,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,ZACHODNIOPOMORSKIE,2019 I-XII,"101,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,ZACHODNIOPOMORSKIE,2020 I-III,"107,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Użytkowanie mieszkania lub domu i nośniki energii,ZACHODNIOPOMORSKIE,2020 I-VI,"108,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,POLSKA,2019 I-III,"100,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,POLSKA,2019 I-VI,"100,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,POLSKA,2019 I-IX,"100,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,POLSKA,2019 I-XII,"100,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,POLSKA,2020 I-III,"100,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,POLSKA,2020 I-VI,"100,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,DOLNOŚLĄSKIE,2019 I-III,"99,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,DOLNOŚLĄSKIE,2019 I-VI,"100,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,DOLNOŚLĄSKIE,2019 I-IX,"99,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,DOLNOŚLĄSKIE,2019 I-XII,"99,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,DOLNOŚLĄSKIE,2020 I-III,"98,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,DOLNOŚLĄSKIE,2020 I-VI,"98,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,KUJAWSKO-POMORSKIE,2019 I-III,"101,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,KUJAWSKO-POMORSKIE,2019 I-VI,"102,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,KUJAWSKO-POMORSKIE,2019 I-IX,"101,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,KUJAWSKO-POMORSKIE,2019 I-XII,"101,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,KUJAWSKO-POMORSKIE,2020 I-III,"101,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,KUJAWSKO-POMORSKIE,2020 I-VI,"101,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,LUBELSKIE,2019 I-III,"100,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,LUBELSKIE,2019 I-VI,"100,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,LUBELSKIE,2019 I-IX,"100,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,LUBELSKIE,2019 I-XII,"100,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,LUBELSKIE,2020 I-III,"99,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,LUBELSKIE,2020 I-VI,"100,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,LUBUSKIE,2019 I-III,"99,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,LUBUSKIE,2019 I-VI,"100,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,LUBUSKIE,2019 I-IX,"100,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,LUBUSKIE,2019 I-XII,"100,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,LUBUSKIE,2020 I-III,"100,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,LUBUSKIE,2020 I-VI,"100,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,ŁÓDZKIE,2019 I-III,"101,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,ŁÓDZKIE,2019 I-VI,"101,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,ŁÓDZKIE,2019 I-IX,"101,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,ŁÓDZKIE,2019 I-XII,"101,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,ŁÓDZKIE,2020 I-III,"101,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,ŁÓDZKIE,2020 I-VI,"101,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,MAŁOPOLSKIE,2019 I-III,"101,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,MAŁOPOLSKIE,2019 I-VI,"101,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,MAŁOPOLSKIE,2019 I-IX,"101,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,MAŁOPOLSKIE,2019 I-XII,"101,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,MAŁOPOLSKIE,2020 I-III,"101,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,MAŁOPOLSKIE,2020 I-VI,"101,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,MAZOWIECKIE,2019 I-III,"101,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,MAZOWIECKIE,2019 I-VI,"101,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,MAZOWIECKIE,2019 I-IX,"101,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,MAZOWIECKIE,2019 I-XII,"100,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,MAZOWIECKIE,2020 I-III,"100,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,MAZOWIECKIE,2020 I-VI,"100,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,OPOLSKIE,2019 I-III,"100,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,OPOLSKIE,2019 I-VI,"100,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,OPOLSKIE,2019 I-IX,"100,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,OPOLSKIE,2019 I-XII,"99,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,OPOLSKIE,2020 I-III,"99,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,OPOLSKIE,2020 I-VI,"99,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,PODKARPACKIE,2019 I-III,"100,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,PODKARPACKIE,2019 I-VI,"100,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,PODKARPACKIE,2019 I-IX,"100,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,PODKARPACKIE,2019 I-XII,"101,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,PODKARPACKIE,2020 I-III,"100,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,PODKARPACKIE,2020 I-VI,"101,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,PODLASKIE,2019 I-III,"100,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,PODLASKIE,2019 I-VI,"100,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,PODLASKIE,2019 I-IX,"100,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,PODLASKIE,2019 I-XII,"100,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,PODLASKIE,2020 I-III,"101,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,PODLASKIE,2020 I-VI,"101,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,POMORSKIE,2019 I-III,"100,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,POMORSKIE,2019 I-VI,"100,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,POMORSKIE,2019 I-IX,"100,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,POMORSKIE,2019 I-XII,"100,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,POMORSKIE,2020 I-III,"100,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,POMORSKIE,2020 I-VI,"100,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,ŚLĄSKIE,2019 I-III,"100,5"
